,name,location,url,followers,text,datetime,description
69,santhavel raji,Chennai ,False,43,"துப்பாக்கியுடன் யார் வந்தாலும் சுட்டுக் கொல்வோம் - ராணுவம் அதிரடி 
#IndianArmy | #PulwamaAttack | #Kashmir | #Pakistan https://t.co/LYf8VP8274",Wed Feb 20 06:58:01 +0000 2019,12-03-1995
70,matchless,India,True,518,"I really can't believe that Mamata Banerjee can stoop so low.
No one but you and your type mentality can think like this and politicize #PulwamaAttack 
1st think of Bengal
Under your rule anti-national activities,banned terror organisation are growing up
#ExposeDeshDrohis https://t.co/kjVHffRDkQ",Wed Feb 20 06:58:01 +0000 2019,"अवश्यमनुभोक्तव्यमं कृतं कर्म शुभाशुभं |
नाभुक्तं क्षीयते कर्म कल्पकोटिशतैरपि ||"
71,Shandilya Praveen Sharma,satna,False,343,"Yesterday when in a #PulwamaAttack debate..the Congress Spokie was asked by the anchor “कौन चोर है-इमरान खान या भारत के PM” ..जवाब आया “दोनो चोर हैं” ..और नारा पाकिस्तान के ख़िलाफ़ नहीं श्री मोदी जी के ख़िलाफ़ लगातार लगाता रहा ..
Objecting to this I left the debate
Audacious !! https://t.co/cVRPLLpqco",Wed Feb 20 06:58:02 +0000 2019,"electronics & communication engineer.
teacher,**महाकाल का भक्त**"
72,VK,India,False,921,"RT @amargov: She posted a photograph of the blast site and added “not 40, but 400 must have been killed”. https://t.co/i5IXu2pyJI",Wed Feb 20 06:58:02 +0000 2019,I live in two worlds . One is a world of books.
73,Anushree Kejriwal,Delhi/Kolkata,False,6361,"As a doctor i thought you understand protocol. Nonetheless when you get admission in quota, this is what happens.",Wed Feb 20 06:58:03 +0000 2019,I am Kejriwal and not related to Arvind (I endorse my views)
74,Jai_Hind,,False,1,"@MIB_India Please ask all Radio &amp; TV broadcasters not to air songs, discussions, wherein, Pakistanis are participan… https://t.co/TTssBeUK12",Wed Feb 20 06:58:03 +0000 2019,
75,Qaiser Zaman,,False,488,"مودی نے اپنے ہی فوجیوں کو مار کے پاکستان محالف پروپیگنڈہ کرکے سیاسی فائدہ لینے کی کوشش کی لیکن وزیراعظم پاکستان عمران خان نے انکا سیاسی چال توڑ پھوڑ کے رکھ دیا۔
#PMIKTheStatesman 
#PulwamaAttack
#PakistanZindaBad https://t.co/XrpBU4WdMD",Wed Feb 20 06:58:04 +0000 2019,نیٹ کی دنیا جھوٹی ھے۔۔۔۔۔۔
76,V K SHARMA 🇮🇳,"VARANASI,CHANDIGARH,MEERUT",False,110259,"क्या बात है उंगली बहन..अबकी बार खुद के गले मे तख्ती नही टांगी तो 2-2 रु के भाड़े पर इन छोरियों के गले मे टँगवा दी...

एक तरफ इन सुअरो के पाले हुए पिल्लों ने कायराना हमले में हमारे जवानों की जाने ले ली,दूसरी तरफ तू दोस्ती का दम्भ भर रही है,थू!!#PulwamaAttack https://t.co/yfV2qHL746",Wed Feb 20 06:58:06 +0000 2019,"PM Narendra Modi kind to follow me and blocked by endless list of Presstitutes ,Nationalist,AAPTARDS,CONGI stay away Jai Hind & Im troll defined by PIDI media"
77,Chetan Kumar Shet,"Hyderabad,  India",True,52,"RT @amargov: She posted a photograph of the blast site and added “not 40, but 400 must have been killed”. https://t.co/i5IXu2pyJI",Wed Feb 20 06:58:07 +0000 2019,Take a left then right and that's ME :)
78,Hiren gadhavi,"Mundra, India",False,854,"An all-party meeting was called by centre after #PulwamaAttack. We were told meeting has been called by PM. When I reached I saw that PM is not there. He should've been there but he found it more important to criticise us in rallies in Dhule &amp; Yavatmal
 https://t.co/gBQqWh2FT5",Wed Feb 20 06:58:07 +0000 2019,Coordinator Mundra taluka Congress social media department
79,Abhishek Sharma,"Firozabad, India",False,75,"RT @SatishSharmaMla: मैं अपना एक माह का वेतन #Pulwama आतंकी हमले में शहीद जवानों के परिवारों को दूंगा । #UPAssembly
#CRPF https://t.co/vACi…",Wed Feb 20 06:58:08 +0000 2019,Sports Government and Politics Government & Public Utilities Indian Athletes
80,India Rising,India,False,107,@ReallySwara They don't hv burqa. Danger to nhi Islam pe?#PulwamaAttack,Wed Feb 20 06:58:08 +0000 2019,.
81,शंकर शर्मा भारतीय सनातनी 🇮🇳🚩,भारत,False,4047,"This is true face of @INCIndia  #PulwamaAttack पर बहस में एंकर ने कांग्रेस प्रवक्ता से पूछा
“कौन चोर है-इमरान खान या भारत के PM”..जवाब आया “दोनो चोर हैं”..और 
नारा सिर्फ श्री मोदी जी के ख़िलाफ़ लगाता रहा..

आखिर कांग्रेस को पाकिस्तान से इतना प्रेम क्यों??

https://t.co/WptoPdrQBb",Wed Feb 20 06:58:08 +0000 2019,सँभल सँभल के चलो एहतियात से पहनो             बड़े नसीब से मिलता है लिबास आदमी का
82,@Aman_Choudhary,,False,0,RT @MirzaSania: We stand united 🕯 #PulwamaAttack https://t.co/Cmeij5X1On,Wed Feb 20 06:58:08 +0000 2019,
83,Amit,,False,75,"@ShkhRasheed Sure @Shehla_Rashid
and a handful other #DeshDrohiPatrakaar, tried to turn #PulwamaAttack into a commu… https://t.co/M4RIzYzeBM",Wed Feb 20 06:58:10 +0000 2019,
84,Naimish Trivedi,,False,21,"PUPPET @ImranKhanPTI
#Sahiwal #Modeltown &amp; #MissingPerson REQUIRE EVIDANCE FROM #INDIA
DID U GIVE #Justice IN… https://t.co/g6OsSnxw7R",Wed Feb 20 06:58:11 +0000 2019,
85,Mohabbat Ke Dange,India,False,76,RT @Rafique_MKD: मेघालय का राज्यपाल और भाषा सड़क छाप गुंडे जैसी। ये चड्डिधारी कभी भी देश का नहीं हो सकता। #PulwamaAttack,Wed Feb 20 06:58:12 +0000 2019,"""Mohabbat Ke Dange"" 
an initiative by peace mongers to spread love, peace and harmony in our country. Fighting against atrocities, hate speakers."
86,PiMei,,False,34,"All those in India who feted @ImranKhanPTI for years, even when his #Islamist ideology was evident, must feel foolish after hearing him speak on #PulwamaAttack yesterday. “Im the dim” isn’t just dim, nor just a Pak army pawn, but a crude fundamentalist #TalibanKhan",Wed Feb 20 06:58:13 +0000 2019,From here you can get an excellent view of my foot.
87,Vedhika Srivastava,,False,0,#PulwamaAttack,Wed Feb 20 06:58:14 +0000 2019,
88,Najam Hussain,,False,11,"https://t.co/hDRntHX1Jz
My final warnings to govt, nation and army.....be ready....attack is inevitable....unless we are able to bring unbearable pressure on Modi.....
Nation and media is still in silly party mode though....🙄
#PulwamaAttack",Wed Feb 20 06:58:14 +0000 2019,
89,ᏕᏗᏂᎥᏝ ᏉᎥᏦᏗᏕ 🇮🇳,India,True,23332,"After #PulwamaAttack देश भर से बड़ी आवाज़ें आ रही हैं कि हमारा देश ‘इजराइल’ क्यों नहीं बन जाता..
लोगों को बस प्रतिशोध चाहिए भारत रातोंरात इजराइल मोड में आ जाये.. 

कोई देश अपने हथियारों और तकनीकी शक्ति के कारण ‘इज़रायल’ नहीं बनता, बल्कि वह अपने नागरिकों के कारण ताक़तवर बनता है..",Wed Feb 20 06:58:15 +0000 2019,"Electronics Engineer, Nationalist bt politically neutral."
90,INC BIDAR CONGRESS,Bidar #Maharajwadi ,False,363,"Modi is treating MBS royally! 

This after MBS gave $20 billion to Pakistan days after the #PulwamaAttack. Is this how Modi and team are 'isolating' Pakistan internationally? 

MBS is important to Modi because Doval's son has Saudi and Pakistani business partners. https://t.co/pwswvW80l1",Wed Feb 20 06:58:17 +0000 2019,'' #Congress Shakti Sangathan Bidar District voice president '' #Kpcc social media Bidar District co-ordinator. '' #MLCvijaysingh-followers ''
91,harika,,False,2,"RT @dungachoud6: फिर किसी जन्म में दे दूंगा प्यार...

ये जिन्दगी तो वतन के नाम हो गयी...

#वंदे_मातरम #Pulwamaattack #जयजवान #जयहिंद https:…",Wed Feb 20 06:58:17 +0000 2019,
92,ரமேசு பாபு,தமிழ்நாடு,False,402,"உண்மை இது தான் மக்களே

காணோளி பாருங்கள் புரியும்

44 பேர் உயிர் இழப்பிற்க்கு காரணம் பிஜேபி பிரமுகர் தான் காரணம். எங்கடா அந்த சங்கி மவனுங்க #PulwamaAttack https://t.co/uucNrrt4AG",Wed Feb 20 06:58:17 +0000 2019,"இந்தியனும் அல்ல, இந்துவும் அல்ல நான் தமிழன்."
93,Reah J.,Gallifrey,False,475,"RT @amargov: She posted a photograph of the blast site and added “not 40, but 400 must have been killed”. https://t.co/i5IXu2pyJI",Wed Feb 20 06:58:17 +0000 2019,"Armchair traveller, polyglot, bibliophile, polish addict, art junkie, prolific midnight snacker, pluviophile, Whovian. Quid Pro Troll."
94,महादेव का दीवाना🇮🇳,  🔱महादेव के भक्ति मै,False,7464,"RT @lodha1_ajay: हम चैन से सो पाए इसलिए ही वो सो गया,
वो भारतीय फौजी ही था जो आज शहीद हो गया.
जय हिन्द #Pulwama  #CRPF #rip",Wed Feb 20 06:58:19 +0000 2019,"👦#sakht_launda

👉 एक ही नारा  एक ही नाम
🔱#महा_मृत्युंजय_शिव_भगवान🚩"
95,卐 पीस,Bharat 🇮🇳,False,529,"What kind of anti-Hindu sentiment are you fanning @RadioPakistan? ""mandiro mein ghantian nahi bajay gi""   What message are you giving to your own beleaguered Hindu minority. Shame. https://t.co/1VhVxraZUU",Wed Feb 20 06:58:20 +0000 2019,"Nothing personal or professional to read here.
On twitter to read and express opinions.
""卐"" 
This is ancient 'holy' Swastik nothing to do with Nazis."
96,Shivakant Yadav,"Bela Pratapgarh, India",False,2984,"गनीमत है कि शहीदों की “चिताओं” और उनकी अंतिम यात्राओं में “ठहाके” लगाने वाले सभी “देशभक्त” नेता “भाजपा” के हैं, अगर किसी और पार्टी के होते, तो अभी तक “देश द्रोही” घोषित कर दिये जाते.
#BJP_भगाओ_देश_बचाओ #PulwamaAttack #BJP420Party",Wed Feb 20 06:58:21 +0000 2019,"समाजवादी पार्टी जिन्दाबाद अखिलेश भाईया जिन्दाबाद एक ही नारा एक ही जंग, मरते दम तक सिर्फ अखिलेश के संग।प्रतापगढ़, B. A.,I.T.I, M.A.(1) in Education,"
97,Sarpanch Mohan Vikram Singh Ruhal,"Safidon, India",True,670,"संबित जी अच्छा किया आप debate छोड़ कर चले गये 👍पर एक☝️ सवाल, पत्रकार द्वारा यह कैसा सवाल पूछा गया? माननीय @narendramodi जी से उस इमरान की तुलना? चोर? क्यों नहीं ऐसे पत्रकारों पर कार्यवाही करते? ""khangress"" spokie की तिलमिलाहट बता रही है,मोदी जी के लिए कितना जहर भरा है 😠 https://t.co/5uzx06ArCE",Wed Feb 20 06:58:21 +0000 2019,"Iam fun loving and careing gentalman
I love friendship.
I love to care my near and dear always. Always be happy. Thank you."
98,Moonlitdance,India,False,81,#Pulwama #PulwamaTerrorAttack #CRPF #INDIA #PEACE #RAJASTHAN #JODHPUR #BJP,Wed Feb 20 06:58:21 +0000 2019,"Little Wolfie 🐺
Moonchild 🌙
Peter Pan Generation 🧚🏻‍♀️"
99,Gaurav Gupta,"Mumbai, India",True,409,Seeing #Martyr Major Dhoundiyal's wife by her husband's side... speaking to him..  blowing him a last kiss was heartbreaking and haunting. But what she said must be read. That's why am sharing this now. #PulwamaAttack #SaluteOurForces https://t.co/geCrx40MJJ,Wed Feb 20 06:58:21 +0000 2019,Assistant Editor at The Times of India
100,SKN,"New Delhi, India",True,172,instigated or self realization #PhulwamaTerrorAttack,Wed Feb 20 06:58:22 +0000 2019,"Keep moving to see #Lord Shiva. a fan of #NarendraModi , #education for poor, free medical facility in India"
101,ASHUTOSH MISHRA,"Delhi, India",False,174,"RT @SushantBSinha: State Bank of india decides to waive off outstanding loans of 23 CRPF jawans.
#PulwamaAttack",Wed Feb 20 06:58:23 +0000 2019,
102,Jietendra,,False,186,"@sardanarohit #Pulwamaattack 
#PulwamaTerrorAttack के बाद पाकिस्तान को आर्थिक स्तर पर मात देने की सरकार की रणनीति… https://t.co/ntI4zHiYCk",Wed Feb 20 06:58:23 +0000 2019,
103,M M,,False,54,"Yesterday when in a #PulwamaAttack debate..the Congress Spokie was asked by the anchor “कौन चोर है-इमरान खान या भारत के PM” ..जवाब आया “दोनो चोर हैं” ..और नारा पाकिस्तान के ख़िलाफ़ नहीं श्री मोदी जी के ख़िलाफ़ लगातार लगाता रहा ..
Objecting to this I left the debate
Audacious !! https://t.co/cVRPLLpqco",Wed Feb 20 06:58:23 +0000 2019,
104,⚡Lakshya⚡,,False,2540,"After #PulwamaAttack देश भर से बड़ी आवाज़ें आ रही हैं कि हमारा देश ‘इजराइल’ क्यों नहीं बन जाता..
लोगों को बस प्रतिशोध चाहिए भारत रातोंरात इजराइल मोड में आ जाये.. 

कोई देश अपने हथियारों और तकनीकी शक्ति के कारण ‘इज़रायल’ नहीं बनता, बल्कि वह अपने नागरिकों के कारण ताक़तवर बनता है..",Wed Feb 20 06:58:24 +0000 2019,Strength is the at matters in this world. Everything else is just a delusion for the weak.
105,Ajay Mishra,India,False,1133,"#जय_सिया_राम_जी
आप सबका दिन मंगलमय हो।
""#हालात वो ना रखें जो #हौसलों को बदल दें..
बल्कि हौंसला वो रखो जो, हालातों को बदल दे।
#जय_श्री_राधे_कृष्णा 
#हर_हर_महादेव 
#जय_माँ_भारती 
#वंदेमातरम 
#pulwamaattack 
#शहीदों_को_श्रद्धांजलि 
#बदला_लो 
🚩🇮🇳🚩🇮🇳🚩🇮🇳🚩🇮🇳🚩 https://t.co/RJUsRQgtiG",Wed Feb 20 06:58:24 +0000 2019,India First. Vande Mataram
106,dsratnar791@gmail.co,,False,23634,"क्या बात है उंगली बहन..अबकी बार खुद के गले मे तख्ती नही टांगी तो 2-2 रु के भाड़े पर इन छोरियों के गले मे टँगवा दी...

एक तरफ इन सुअरो के पाले हुए पिल्लों ने कायराना हमले में हमारे जवानों की जाने ले ली,दूसरी तरफ तू दोस्ती का दम्भ भर रही है,थू!!#PulwamaAttack https://t.co/yfV2qHL746",Wed Feb 20 06:58:24 +0000 2019,
107,Gaurav Lakhera INC,,False,72,"साध्वी प्राची नेPMमोदी से 'गोधरा कांड' की तर्ज़ पर पाकिस्तान को सबक़ सिखाने की अपील की,@LambaAlka बोलीं- साबित हो गया मोदी ने ही 'दंगे' कराए थे
#भक्तों_बजाओ_ताली यह है असली चेहरा?
#godimedia आंख खोल कर पढ लो?
#BJP_भगाओ_देश_बचाओ
#PulwamaAttack
#BJP420Party 
https://t.co/lILh8ld9k1",Wed Feb 20 06:58:24 +0000 2019,
108,roomi🇮🇳 #NamoAgain,India,False,546,"जो दीपावली पर सैनिको के बीच दिया जलाता हो वो शहीदो का बदला हर हाल मे ले कर रहेगा

- म्यांमार मे घुस कर मारा था
- Pok मे घुस कर मारा था
अबकी बार फिर घुस के मारेंगे

राजनैतिक ईच्छाशक्ति होती तो बदला ""मुम्बई हमले"" का भी ले सकती थी कांग्रेस 😠

@narendramodi
#NamoAgain
#PulwamaAttack",Wed Feb 20 06:58:25 +0000 2019,"🚩देश का होगा तभी उद्धार🚩
एक हाथ में वेद की पुस्तक 📙,एक में हो तलवार⚔️"
109,🌹मासूम बच्चा😘💞😂,"Jalor, India",False,12109,"After eliminating #Jaish leadership in the valley within 100 hours of #PulwamaAttack
unequivocal message from Army, “Anyone who has picked up a gun will be killed &amp; eliminated”.

That is an empowered Army, which has been given a free hand. Political will to fight terror matters.",Wed Feb 20 06:58:26 +0000 2019,"🌹रॉयल राजस्थानी हूं☺️

😍♨️♨️♨️♨️
tweets likes ❤️ में"
110,Bheebaram Patel,"Mumbai, India",False,2510,"Yesterday when in a #PulwamaAttack debate..the Congress Spokie was asked by the anchor “कौन चोर है-इमरान खान या भारत के PM” ..जवाब आया “दोनो चोर हैं” ..और नारा पाकिस्तान के ख़िलाफ़ नहीं श्री मोदी जी के ख़िलाफ़ लगातार लगाता रहा ..
Objecting to this I left the debate
Audacious !! https://t.co/cVRPLLpqco",Wed Feb 20 06:58:26 +0000 2019,"Business  ,, BJP ,,Khetlawas Jalore (Raj.) Vande Matarm Jai Hind Jai Bharat"
111,aysha jyoti,"New Delhi, India",False,591,"राजनीति करो कोई बात नही,
लेकिन एक बात आप याद रखना @narendramodi  जी , अभी बदला बाकी है पाकिस्तान से..पूरा देश बदला मांग रहा है..
#PulwamaAttack 
जय हिंद की सेना plz Rt",Wed Feb 20 06:58:26 +0000 2019,Apparently there's no difference b/w Complete & Finished. But if U choose 2Vote for a right Leader ur Country is Complete & a wrog Leader Ur Country is finished
112,Ds,India,False,125,Imran Khan' s fate  will be like Zulfikar Bhutto .#PulwamaAttack #KulbhushanJadhavCase #ImranKhan,Wed Feb 20 06:58:27 +0000 2019,"CAREFREE ,BUTNOT CARELESS... ALONE  NOT LONELY..ZEN BUT NOT ALOOF"
113,Zaheer Khan,"Berlin, Europe",False,156,https://t.co/d4mfkNtaTD #PakistanZindabad #PMIKTheStatesman Mumbai #Modi #Saudi #PulwamaAttack #IndiansAreTheRealTerrorists Indian Pm,Wed Feb 20 06:58:27 +0000 2019,"Writer, brain reader and philosophy experts including physically expert"
114,Munees,Kamuthi,False,6,"RT @sunnewstamil: நியூசிலாந்து துணை பிரதமர் வின்ஸ்டன் கண்டன தீர்மானத்தை தாக்கல் செய்தார் 

#NewZealand #PulwamaAttack #sunnews https://t.co…",Wed Feb 20 06:58:27 +0000 2019,Save tree
115,Ishtiaq Khan, India,False,900,News channels should not invite politicians on shows connected to the #PulwamaAttack. Please invite geostrategic experts but stop giving platforms to politicians from any party on an issue as sensitive as this,Wed Feb 20 06:58:27 +0000 2019,"A proud indian Muslim, Nationalist, A citizen of a country Always been plural, secular, democratic, & being engendered on the basis of Constitutional Values."
116,I C Gupta,Bangalore,True,5999,"जितना सेना ने कहा उतना ही बोला मेरे आका : इमरान खान 
#PulwamaAttack https://t.co/yj5UBbQwy7",Wed Feb 20 06:58:28 +0000 2019,Courtesy: Arvind Kejriwal http://twitaholic.com/@icguptaa .… http://quora.com/profile/Ishwar…
117,Ram Krishnamachari,,False,784,Wow. Perhaps this time we've actually had enough of it and hence the popular reaction is so strong after the #PulwamaAttack . https://t.co/IIKCySJVqo,Wed Feb 20 06:58:28 +0000 2019,"A passionate nationalist with deep appreciation for our culture, values and traditions. Vedas,  Organic food, Gau samrakshana! etc. RTs r not personal views!"
118,P.D.FATEHPURIA,BEAWAR-305901(rajasthan),False,272,"पाकिस्तान के खिलाफ डिबेट में अगर कोई कहता है कि हिंदुस्तान का प्रधानमंत्री चोर है, अपनी राजनीतिक रोटियां सेकता है तो उसकी मानसिक स्थिति का अंदाजा लगाया जा सकता है । https://t.co/eFwFZvlJNj",Wed Feb 20 06:58:28 +0000 2019,
119,ِِ Mr.Ahmed,Islamabad,False,13978,"پلوامہ واقعہ، وزیر اعظم عمران خان کی حیرت انگیز تقریر | طلعت حسین

Full video here: https://t.co/Oxd6bsAJ5i

Subscribe to our channel on YouTube: https://t.co/MFC7Olcb4z

#STH #StraightTalkwithHussain #PulwamaAttack #India https://t.co/d6tDhBxBrw",Wed Feb 20 06:58:29 +0000 2019,
120,गनपत राय,,False,1120,"पाकिस्तान के खिलाफ डिबेट में अगर कोई कहता है कि हिंदुस्तान का प्रधानमंत्री चोर है, अपनी राजनीतिक रोटियां सेकता है तो उसकी मानसिक स्थिति का अंदाजा लगाया जा सकता है । https://t.co/eFwFZvlJNj",Wed Feb 20 06:58:29 +0000 2019,I Am Hindu
121,Dharanikumar,,False,65,"RT @sunnewstamil: நியூசிலாந்து துணை பிரதமர் வின்ஸ்டன் கண்டன தீர்மானத்தை தாக்கல் செய்தார் 

#NewZealand #PulwamaAttack #sunnews https://t.co…",Wed Feb 20 06:58:29 +0000 2019,
122,शुbham त्रिpathi,"Prayagraj, India",False,6,"मांग लूं  ये मन्नते कि फिर यही जहाँ  मिले
फिर वही गोद मिले
फिर वही भारत माँ मिले ||#PulwamaAttack",Wed Feb 20 06:58:30 +0000 2019,"STUDENT.
Heart belongs to Prayagraj,Uttar Pradesh. Souls to INDIA💕
Gullible & Altruist✌"
123,Riniti Chatterjee,"New Delhi, India",False,1652,"पाकिस्तान के खिलाफ डिबेट में अगर कोई कहता है कि हिंदुस्तान का प्रधानमंत्री चोर है, अपनी राजनीतिक रोटियां सेकता है तो उसकी मानसिक स्थिति का अंदाजा लगाया जा सकता है । https://t.co/eFwFZvlJNj",Wed Feb 20 06:58:31 +0000 2019,Accidentally employed
124,AK Singh,New Delhi,False,320,"RT @realblackstar7: मेरे देश में अब आतंकी समर्थकों को भी धमकी भरे फोन आने लगे ... सचमुच मेरा देश बदल रहा है ... 😘😘😘
#PulwamaAttack https://…",Wed Feb 20 06:58:33 +0000 2019,
125,Ayushi Golwara,,False,69,"Another excellent piece by @HappymonJacob sir :)
Must read. #PulwamaAttack https://t.co/mvCUURamy6",Wed Feb 20 06:58:33 +0000 2019,"JNU'19 | LSR'17 ||

पितृसत्ता से आज़ादी"
126,TIMES NOW,India,True,8750746,"JNU प्रोफेसर के ट्वीट से बवाल, महबूबा मुफ्ती को ठहराया पुलवामा हमले का जिम्मेदार : https://t.co/5vHX8Xt5Xp

@MehboobaMufti #JNU #PulwamaAttack https://t.co/cgUoRjJQAm",Wed Feb 20 06:58:34 +0000 2019,TIMES NOW is India’s most watched English news channel. Follow us for breaking news & updates.
127,Huma Rana,,False,24,"پاکستان دشمنی میں بھارتی میڈیا سنسنی پھیلا رہا ہےاوراپنےآپ کو دھوکا دے رہا، مزید جانیےاس ویڈیو میں 
#DunyaPrograms  @nuqtaenazar
@pmln_org @PTIofficial @MediaCellPPP
#India #Hoax #PulwamaAttack https://t.co/oihx1dSWzn",Wed Feb 20 06:58:35 +0000 2019,
128,عمران خان,"Lahore, Pakistan",False,1149,"Omg tomatoes official statement after indian revenge 😥😥

RT and show some support tamatars 😂😂
#PulwamaAttack 
#PulwamaDrama https://t.co/90liwZ0MrC",Wed Feb 20 06:58:35 +0000 2019,"‏‏‏‏‏‏‏‏💛💜❤میں لفظوں سے فتح کرتا ہوں لوگوں کےدلوں کو                   
 میں ایسا بادشاہ ہوں جو لشکر نہیں رکھتا       💙💜❤

Love you ‎‎‎‎@ImranKhanPTI"
129,Dev Yadav,"Etah, India",False,73,"कितने हरामी है ये लोग जो शहीदों पर राजनीति करते है और जनता तमाशा देखती है और ताली बजाती है

गुजरात भाजपा नेता ने कार्यकर्ताओं से कहा- देश में राष्ट्रवाद की लहर, वोटों में बदलो

 https://t.co/7dklqf4ff2

#VSGT #PhDB #PulwamaAttack #PulwamaTerrorAttack #BJP_भगाओ_देश_बचाओ",Wed Feb 20 06:58:36 +0000 2019,
130,Mahesh,"Bangalore,Bharat",False,535,"The nation shows it's anger in wake of #PulwamaAttack !
No entry, No trade, No employment, no hotel stay for Pakistani citizens &amp; no using any mobile SIM registered in Pakistan.
A welcome step by Bikaner DM.
@Ramesh_BJP @RidhimaTripath4 @namoArunima @ankkinegi @AnilJ_Modi19 https://t.co/fE29GDUEUn",Wed Feb 20 06:58:36 +0000 2019,"Desh Bhakt=ModiBhakt,  RT's not endorsements,honoured to be followed by @VijayGoelOffice"
131,DHONI ❤️,"(Ranchi)Depression,Frustration",False,670,"Yesterday when in a #PulwamaAttack debate..the Congress Spokie was asked by the anchor “कौन चोर है-इमरान खान या भारत के PM” ..जवाब आया “दोनो चोर हैं” ..और नारा पाकिस्तान के ख़िलाफ़ नहीं श्री मोदी जी के ख़िलाफ़ लगातार लगाता रहा ..
Objecting to this I left the debate
Audacious !! https://t.co/cVRPLLpqco",Wed Feb 20 06:58:36 +0000 2019,Future Engineer😏 🔞 Proud Hindu 🇮🇳 ❤️मोदी भक्त ❤️MSDIAN❤️ #ModiFor2019 🇮🇳
132,Rahul Chauhan ❆,"Rishikesh, India",False,1100,"Yesterday when in a #PulwamaAttack debate..the Congress Spokie was asked by the anchor “कौन चोर है-इमरान खान या भारत के PM” ..जवाब आया “दोनो चोर हैं” ..और नारा पाकिस्तान के ख़िलाफ़ नहीं श्री मोदी जी के ख़िलाफ़ लगातार लगाता रहा ..
Objecting to this I left the debate
Audacious !! https://t.co/cVRPLLpqco",Wed Feb 20 06:58:36 +0000 2019,"Yes i am 











































































Rahul Chauhan  [ Rishikesh, Uttarakhand ]"
133,RG's 201️⃣9️⃣❤️,In Every Heartbeat of RG❤️,True,5540,"निकल रहे थे जनाज़े 

कंधे बदल - बदल के

वो पेल रहा था भाषण

कपड़े बदल - बदल के

#PulwamaAttack

@geetv79 
@rajneesh350 
@KhanNkhan22 
@Manjeet_369 
@ManojMehtamm 
@PurnimaRG 
@SATYASAARTHI 
@Mereshivashakti 
@I_am_Anil_Tyagi 
@Gulshan_INC 
@Prakriti131 https://t.co/3CuN0n1LFl",Wed Feb 20 06:58:37 +0000 2019,RGiiaani of Prince RG😘👸 | A Dreamer | Optimist | Music Lover🎶 | No.1 Fan of My Prince👉@RahulGandhi🙏😘
134,dimpal bhaiya 🇮🇳🇮🇱,India ,False,412,"Yesterday when in a #PulwamaAttack debate..the Congress Spokie was asked by the anchor “कौन चोर है-इमरान खान या भारत के PM” ..जवाब आया “दोनो चोर हैं” ..और नारा पाकिस्तान के ख़िलाफ़ नहीं श्री मोदी जी के ख़िलाफ़ लगातार लगाता रहा ..
Objecting to this I left the debate
Audacious !! https://t.co/cVRPLLpqco",Wed Feb 20 06:58:37 +0000 2019,"‘The land of white tigers' अधिवक्ता,उच्च न्यायालय,जबलपुर(म.प्र)।हिन्दू विचारधारा।"
135,Navin Tiwari,Deoria Uttar Pradesh India,True,235,"सबसे बडा पाकी दलाल काैन है?

@RakeshT73827202 
@atulbegwani5454 
@KailashOnline 
@suniljha8991 
@VivekmMisra 
@shuklapinku 
@KapilMishra_IND 
@Shehzad_Ind 
@girirajsinghbjp 
@Modified24 
@modified_dayalu 
@bhavsarhardiik 

#PulwamaAttack",Wed Feb 20 06:58:37 +0000 2019,politician bjp
136,Vedprakash SSE/S/LMP,"Lakhimpur, India",False,722,"@PMOIndia देश के कर्मचारियों का सवैधानिक अधिकार पुरानी पेंशन देश के ऊपर अतिरिक्त बोझ बताना,क्या ये सवैधानिक है
#CRPF #BSF #SSB #ITBP
125 करोड़ देशवासियों के सेवा में लगे 60 लाख कर्मचारियों का सामाजिक आर्थिक सुरक्षा पुरानी पेंशन देश पे बोझ कैसे..?
#पुरानी_पेंशन_बहाल_करो
#ops",Wed Feb 20 06:58:38 +0000 2019,News News News News
137,Small-Town Girl,India,False,2493,And how these numbers have grown over the recent couple of years. It's spreading like cancer in the name of liberal… https://t.co/hXoLAbJ4ln,Wed Feb 20 06:58:39 +0000 2019,A NaMo Fan!
138,महादेव का दीवाना🇮🇳,  🔱महादेव के भक्ति मै,False,7464,"@RahulGandhi जी,
भारतीयों को अपमानित करने के आपके संस्कार हैं न.!

अंबानी परिवार का बहुत मजाक उडाया है न आपने तो इसी #अंबानी_परिवार ने #PulwamaAttack में शहीद भारतीय सैनिकों के #बच्चों की पूरी #पढाई, #नौकरी देने का जिम्मा लिया है !

आपके परिवार ने ऐसा कुछ किया है सैनिकों के लिए?",Wed Feb 20 06:58:40 +0000 2019,"👦#sakht_launda

👉 एक ही नारा  एक ही नाम
🔱#महा_मृत्युंजय_शिव_भगवान🚩"
139,Rawatji,India,False,20,"#Pulwamaattack: Giving a bloody nose to Pakistan will be very satisfying, but what will be more useful is paralysing the Pakistani body | @sushantsareen
https://t.co/sfULmOFmkw",Wed Feb 20 06:58:40 +0000 2019,look to explore
